interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;7200.00;DEFAULT_EDGEDATA;31;2.17;89;156;1082;0;0;2.17;214;1.08;0.98;161.69;15.71;0.54;73.73;0.66;0.00
0.00;7200.00;DEFAULT_EDGEDATA;323;1.56;0;323;1083;0;0;1.56;0;0.78;0.70;170.00;28.77;0.99;0.04;0.53;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;32.34;11;2221;1084;0;0;10.78;2232;5.39;38.36;84452.19;9.59;0.33;56351.71;37.84;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.92;0;189;1085;0;0;0.46;189;0.23;1.28;209.50;28.43;0.98;0.02;1.11;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;33.89;0;2822;1087;0;0;16.95;2822;8.47;3.24;7911.05;11.56;0.40;4717.28;2.80;0.00
0.00;7200.00;DEFAULT_EDGEDATA;27;2.18;0;444;1088;0;0;1.09;417;0.55;0.85;298.01;28.23;0.97;2.86;0.67;0.00
0.00;7200.00;DEFAULT_EDGEDATA;34;11.67;10;2394;1089;0;0;3.89;2370;1.94;2.49;5571.28;28.62;0.98;44.58;2.32;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;5.10;0;153;109;0;0;5.10;153;2.55;5.46;651.52;4.17;0.14;557.94;4.26;0.00
0.00;7200.00;DEFAULT_EDGEDATA;9;3.65;0;755;1090;0;0;1.22;746;0.61;1.04;655.15;28.72;0.99;3.59;0.87;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;10.05;9;1986;1091;0;0;5.03;1995;2.51;3.46;6538.57;27.57;0.95;254.78;3.28;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.74;0;153;1092;0;0;0.74;153;0.37;0.53;54.72;28.83;0.99;0.35;0.36;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;1.35;0;276;1093;0;0;1.35;276;0.67;0.29;30.62;28.48;0.98;0.43;0.11;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;5.99;0;1198;1094;0;0;2.99;1198;1.50;0.80;736.88;27.78;0.96;22.26;0.62;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;24.10;952;4022;1095;0;0;4.02;4974;2.01;2.09;9523.94;28.66;0.99;43.49;1.91;0.00
0.00;7200.00;DEFAULT_EDGEDATA;193;8.61;16;1747;1096;0;0;2.15;1570;1.08;0.50;572.36;28.43;0.98;7.41;0.32;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.47;0;95;1097;0;0;0.47;95;0.23;0.91;69.51;28.36;0.98;0.12;0.73;0.00
0.00;7200.00;DEFAULT_EDGEDATA;18;6.67;0;1379;1098;0;0;2.22;1361;1.11;2.62;3377.78;28.70;0.99;9.70;2.45;0.00
0.00;7200.00;DEFAULT_EDGEDATA;70;7.82;10;1599;1099;0;0;3.91;1539;1.95;1.16;1591.77;28.59;0.98;15.34;0.99;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;18.97;3821;0;11;0;0;4.74;3821;2.37;2.25;7929.09;27.97;0.96;226.01;2.08;0.00
0.00;7200.00;DEFAULT_EDGEDATA;10;9.79;0;1989;110;0;0;3.26;1979;1.63;3.50;6602.14;28.22;0.97;125.67;3.32;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;2.66;15;526;1101;0;0;1.33;541;0.67;0.68;272.58;28.22;0.97;3.42;0.50;0.00
0.00;7200.00;DEFAULT_EDGEDATA;380;2.65;0;380;1102;0;0;0.53;0;0.26;2.02;670.47;19.92;0.99;0.04;1.76;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;9.98;9;1977;1103;0;0;4.99;1986;2.50;2.29;4197.51;27.63;0.95;154.80;2.11;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;8.16;21;1551;1104;0;0;8.16;1572;4.08;3.22;4770.23;26.76;0.92;360.12;3.03;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;4.44;0;908;1105;0;0;2.22;908;1.11;0.59;379.44;28.40;0.98;5.16;0.42;0.00
0.00;7200.00;DEFAULT_EDGEDATA;10;1.93;0;398;1106;0;0;1.93;388;0.96;0.41;92.90;28.70;0.99;0.68;0.23;0.00
0.00;7200.00;DEFAULT_EDGEDATA;4685;22.73;0;4685;1107;0;0;4.55;0;2.27;1.89;8056.54;28.63;0.99;47.37;1.72;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;22.68;0;4480;1108;0;0;7.56;4480;3.78;1.21;4623.18;27.43;0.94;210.88;1.03;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;11.06;0;2220;111;0;0;5.53;2220;2.77;0.97;1756.51;27.87;0.96;59.13;0.79;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;1.78;0;369;1110;0;0;0.59;369;0.30;1.59;522.82;28.85;0.99;0.08;1.42;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;6.25;44;1226;1111;0;0;3.13;1270;1.56;1.62;1834.67;28.20;0.97;27.87;1.44;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.36;51;0;1112;0;0;0.09;51;0.05;2.88;133.65;19.61;0.97;2.27;2.62;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.98;0;204;1113;0;0;0.98;204;0.49;0.39;44.49;28.89;0.99;0.03;0.22;0.00
0.00;7200.00;DEFAULT_EDGEDATA;6;24.15;356;4573;1114;0;0;4.83;4923;2.42;3.96;18649.30;28.35;0.98;273.83;3.78;0.00
0.00;7200.00;DEFAULT_EDGEDATA;259;1.24;0;259;1115;0;0;0.62;0;0.31;3.52;866.81;28.92;1.00;0.62;3.35;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.01;0;2;1116;0;0;0.01;2;0.00;5.08;9.80;27.19;0.94;0.00;4.90;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;18.29;0;3758;1117;0;0;3.66;3758;1.83;4.63;16757.98;28.54;0.98;147.25;4.46;0.00
0.00;7200.00;DEFAULT_EDGEDATA;9;1.63;0;330;1118;0;0;1.63;321;0.81;0.82;213.01;28.12;0.97;3.17;0.65;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;4.68;0;930;1119;0;0;4.68;930;2.34;0.87;638.85;27.60;0.95;26.33;0.69;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;24.08;13;4974;112;0;0;4.01;4987;2.01;2.00;9094.35;28.77;0.99;8.24;1.82;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;122.19;2;2305;1121;0;0;40.73;2307;20.37;14.15;28241.02;2.62;0.09;25673.89;12.24;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;109.05;9;2244;1122;0;0;36.35;2253;18.18;6.98;11793.63;2.87;0.10;10620.29;5.23;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;96.27;58;2092;1123;0;0;48.14;2150;24.07;11.79;21876.59;3.10;0.11;19519.26;10.18;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.92;0;188;1124;0;0;0.92;188;0.46;3.72;666.14;28.26;0.97;6.58;3.54;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.71;0;141;1125;0;0;0.35;141;0.18;2.15;278.06;27.69;0.95;7.23;1.97;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;5.90;0;1198;1126;0;0;2.95;1198;1.48;3.74;4265.88;28.18;0.97;69.18;3.56;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.01;0;2;1128;0;0;0.01;2;0.00;4.50;8.64;27.19;0.94;0.00;4.32;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.94;0;195;1129;0;0;0.47;195;0.23;3.08;566.97;28.95;1.00;0.02;2.91;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;3.08;66;569;1130;0;0;1.03;635;0.51;1.39;768.71;28.63;0.99;2.77;1.21;0.00
0.00;7200.00;DEFAULT_EDGEDATA;10;3.38;34;626;1131;0;0;3.38;650;1.69;1.02;554.32;27.09;0.93;35.28;0.84;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;9.71;60;1898;1132;0;0;4.85;1958;2.43;5.73;10876.83;28.01;0.96;254.77;5.56;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;17.24;11;3516;1133;0;0;4.31;3527;2.15;8.78;30358.39;28.42;0.98;322.15;8.61;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;3.56;0;727;1135;0;0;1.78;727;0.89;0.54;266.93;28.33;0.97;2.93;0.37;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;9.01;51;357;1136;0;0;9.01;408;4.51;2.54;712.99;6.29;0.22;557.16;1.75;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.29;9;51;1137;0;0;0.29;60;0.14;2.60;145.54;29.02;1.00;0.16;2.43;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.28;0;58;1138;0;0;0.09;58;0.05;0.83;37.92;28.45;0.98;0.12;0.65;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;32.48;122;201;1139;0;0;32.48;323;16.24;111.45;34828.53;1.38;0.05;33153.49;107.83;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.82;0;169;114;0;0;0.82;169;0.41;0.62;74.85;28.63;0.99;0.38;0.44;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.96;0;197;1140;0;0;0.96;197;0.48;0.23;11.44;28.58;0.98;0.11;0.06;0.00
0.00;7200.00;DEFAULT_EDGEDATA;50;4.16;0;863;1141;0;0;2.08;813;1.04;0.79;529.50;28.80;0.99;0.14;0.61;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;4.90;10;989;1142;0;0;2.45;999;1.22;0.56;387.69;28.34;0.98;6.94;0.39;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;6.00;0;1198;1143;0;0;3.00;1198;1.50;0.82;765.76;27.74;0.95;24.38;0.64;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;3.70;0;762;1144;0;0;1.23;762;0.62;1.51;1018.22;28.62;0.98;3.17;1.34;0.00
0.00;7200.00;DEFAULT_EDGEDATA;13;7.48;0;1546;1145;0;0;2.49;1533;1.25;3.17;4623.92;28.70;0.99;14.08;2.99;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;2.35;132;328;1146;0;0;1.17;460;0.59;0.64;209.22;27.22;0.94;9.85;0.45;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;15.10;9;134;1147;0;0;7.55;143;3.78;20.96;2453.40;1.31;0.05;2343.14;17.16;242.97
0.00;7200.00;DEFAULT_EDGEDATA;0;5.12;885;0;1148;0;0;2.56;885;1.28;0.75;475.12;24.01;0.83;76.52;0.54;0.00
0.00;7200.00;DEFAULT_EDGEDATA;9;7.42;0;1533;1149;0;0;2.47;1524;1.24;1.67;2300.16;28.69;0.99;8.37;1.50;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;2.97;110;460;1150;0;0;1.48;570;0.74;0.54;203.24;26.67;0.92;14.60;0.36;0.00
0.00;7200.00;DEFAULT_EDGEDATA;12;8.70;0;1740;1152;0;0;8.70;1728;4.35;0.33;268.19;27.77;0.96;9.79;0.15;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;1.39;0;266;1153;0;0;1.39;266;0.70;2.49;612.34;26.54;0.91;48.35;2.30;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;8.69;9;1242;1154;0;0;2.17;1251;1.09;5.87;7026.76;19.99;0.99;0.20;5.62;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;1.52;0;312;1155;0;0;1.52;312;0.76;1.49;410.93;28.56;0.98;2.80;1.32;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;312.50;0;4561;1156;0;0;78.12;4561;39.06;15.16;57891.80;2.03;0.07;53814.22;12.69;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.98;8;195;1157;0;0;0.49;203;0.24;1.05;178.15;28.91;0.99;0.19;0.88;0.00
0.00;7200.00;DEFAULT_EDGEDATA;122;1.50;15;263;1158;0;0;1.50;156;0.75;0.47;77.63;25.68;0.88;8.29;0.28;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;12.92;0;408;1159;0;0;12.92;408;6.46;3.25;861.17;4.39;0.15;729.87;2.11;0.00
